shipment_id,customer_id,product_category,warehouse_block,mode_of_shipment,route,customer_care_calls,customer_rating,cost_of_product,prior_purchases,discount_offered,weight_in_gms,scheduled_days,actual_days,on_time_delivery,shipment_date
SHIP02081,CUST2953,Fashion,F,Flight,Bangalore-Chennai,3,3,769.92,7,60.7,1615,4,5,0,2023-02-17
SHIP02082,CUST9357,Home & Garden,D,Flight,Mumbai-Chennai,7,4,1018.86,1,15.5,1652,6,8,0,2023-09-01
SHIP02083,CUST5942,Sporting Goods,A,Road,Kolkata-Delhi,1,5,4993.9,2,16.2,2243,3,7,0,2023-09-13
SHIP02084,CUST1784,Electronics,B,Ship,Mumbai-Chennai,2,3,351.86,6,62.8,2519,4,5,0,2023-05-26
SHIP02085,CUST9976,Home & Garden,C,Flight,Delhi-Bangalore,3,2,3812.53,7,48.1,1614,9,8,1,2023-07-28
SHIP02086,CUST6952,Home & Garden,D,Road,Delhi-Mumbai,6,4,2960.37,4,33.8,3940,3,3,1,2023-11-21
SHIP02087,CUST5625,Sporting Goods,F,Road,Delhi-Bangalore,1,1,1909.3,5,28.1,3849,9,11,0,2023-11-06
SHIP02088,CUST6964,Sporting Goods,C,Ship,Delhi-Bangalore,4,1,2332.86,6,26.3,6352,9,9,1,2023-07-07
SHIP02089,CUST1424,Home & Garden,D,Ship,Kolkata-Delhi,1,1,506.72,4,7.2,2822,8,10,0,2023-07-07
SHIP02090,CUST9343,Books,D,Ship,Mumbai-Chennai,1,5,2280.89,1,57.0,1028,3,8,0,2023-07-13
SHIP02091,CUST1966,Books,C,Ship,Kolkata-Delhi,2,5,789.52,7,26.5,2574,9,11,0,2023-10-05
SHIP02092,CUST3643,Fashion,B,Ship,Hyderabad-Pune,2,2,957.45,2,18.5,5391,4,3,1,2023-06-29
SHIP02093,CUST3548,Sporting Goods,B,Flight,Hyderabad-Pune,5,5,1556.09,0,17.7,1319,7,9,0,2023-06-17
SHIP02094,CUST2897,Fashion,C,Ship,Bangalore-Chennai,1,2,1800.44,0,53.7,3575,7,9,0,2023-11-06
SHIP02095,CUST3385,Fashion,F,Road,Delhi-Bangalore,7,1,3978.57,6,18.8,6239,6,7,0,2023-08-15
SHIP02096,CUST1670,Sporting Goods,D,Road,Delhi-Bangalore,1,2,4640.51,0,55.3,1194,8,10,0,2023-10-12
SHIP02097,CUST5713,Books,C,Ship,Mumbai-Chennai,1,5,1731.29,2,51.1,5182,7,6,1,2023-11-15
SHIP02098,CUST5717,Cosmetics,F,Flight,Kolkata-Delhi,3,2,2797.95,2,5.5,5177,4,8,0,2023-05-15
SHIP02099,CUST4637,Home & Garden,D,Road,Bangalore-Chennai,6,1,3401.07,3,30.2,5793,6,5,1,2023-07-17
SHIP02100,CUST2594,Fashion,F,Road,Bangalore-Chennai,4,3,4662.7,3,53.4,4297,4,8,0,2023-03-16
SHIP02101,CUST6294,Home & Garden,D,Flight,Hyderabad-Pune,5,3,3519.58,0,35.4,3279,3,4,0,2023-06-19
SHIP02102,CUST7866,Sporting Goods,D,Road,Bangalore-Chennai,1,3,1860.5,2,33.8,5450,5,8,0,2023-01-01
SHIP02103,CUST2092,Books,A,Flight,Mumbai-Chennai,4,4,1278.9,7,49.1,4041,9,8,1,2023-07-13
SHIP02104,CUST7538,Home & Garden,B,Flight,Kolkata-Delhi,1,2,2149.45,8,4.5,5814,10,9,1,2023-02-12
SHIP02105,CUST4603,Books,A,Road,Mumbai-Chennai,2,4,3642.14,2,41.6,4258,3,3,1,2023-07-03
SHIP02106,CUST8533,Cosmetics,B,Flight,Delhi-Mumbai,5,3,3409.03,3,48.4,3052,7,8,0,2023-06-04
SHIP02107,CUST9393,Electronics,A,Flight,Delhi-Mumbai,4,2,1608.29,5,22.2,4263,5,5,1,2023-06-04
SHIP02108,CUST6538,Home & Garden,D,Flight,Hyderabad-Pune,1,4,953.17,7,36.6,4103,4,5,0,2023-10-01
SHIP02109,CUST3695,Home & Garden,D,Ship,Delhi-Bangalore,7,2,1185.95,2,40.3,3768,3,3,1,2023-05-23
SHIP02110,CUST4641,Electronics,C,Road,Hyderabad-Pune,7,2,2674.27,3,3.0,1165,7,8,0,2023-04-03
SHIP02111,CUST7427,Fashion,F,Road,Delhi-Mumbai,4,2,586.12,4,61.8,5917,5,8,0,2023-08-11
SHIP02112,CUST1433,Home & Garden,A,Flight,Kolkata-Delhi,5,2,4535.35,5,44.5,5836,5,10,0,2023-03-09
SHIP02113,CUST4439,Cosmetics,A,Flight,Delhi-Bangalore,2,3,3782.47,3,7.9,2889,5,7,0,2023-07-15
SHIP02114,CUST5949,Sporting Goods,C,Ship,Delhi-Bangalore,2,1,2148.14,0,6.9,2960,5,8,0,2023-01-24
SHIP02115,CUST4697,Cosmetics,F,Flight,Delhi-Mumbai,5,1,110.1,0,11.9,5765,6,6,1,2023-07-11
SHIP02116,CUST7173,Fashion,B,Flight,Kolkata-Delhi,6,3,3530.07,1,33.4,4018,8,10,0,2023-02-20
SHIP02117,CUST1040,Books,D,Road,Hyderabad-Pune,7,2,1211.83,4,51.6,3819,8,11,0,2023-06-08
SHIP02118,CUST2357,Cosmetics,D,Flight,Hyderabad-Pune,7,1,1495.83,6,18.8,3358,6,6,1,2023-04-30
SHIP02119,CUST2937,Sporting Goods,C,Flight,Delhi-Bangalore,6,5,3526.57,1,59.8,6489,6,8,0,2023-01-07
SHIP02120,CUST7893,Books,D,Flight,Delhi-Mumbai,3,2,3328.28,6,4.3,1217,10,12,0,2023-08-08
SHIP02121,CUST6261,Cosmetics,F,Ship,Kolkata-Delhi,6,1,4006.05,0,10.1,3014,5,8,0,2023-02-14
SHIP02122,CUST7402,Cosmetics,F,Road,Kolkata-Delhi,1,4,3183.08,7,41.1,2675,4,8,0,2023-02-28
SHIP02123,CUST3476,Fashion,D,Ship,Hyderabad-Pune,3,5,861.03,2,24.6,6208,8,8,1,2023-03-11
SHIP02124,CUST7023,Cosmetics,B,Flight,Delhi-Mumbai,1,3,4244.44,4,12.5,1328,7,11,0,2023-09-20
SHIP02125,CUST8431,Home & Garden,B,Road,Hyderabad-Pune,5,2,4381.14,1,13.5,3127,3,7,0,2023-05-06
SHIP02126,CUST9228,Cosmetics,D,Road,Delhi-Bangalore,2,4,3799.33,8,46.4,1846,9,10,0,2023-11-03
SHIP02127,CUST4304,Books,D,Flight,Mumbai-Chennai,5,1,4423.68,5,58.2,5290,10,14,0,2023-10-11
SHIP02128,CUST2611,Home & Garden,A,Flight,Mumbai-Chennai,2,4,2025.3,2,28.0,2804,5,4,1,2023-02-18
SHIP02129,CUST8992,Fashion,C,Flight,Mumbai-Chennai,2,2,2496.14,5,43.7,3572,8,7,1,2023-03-15
SHIP02130,CUST7729,Home & Garden,F,Flight,Hyderabad-Pune,3,5,2186.72,2,18.1,5732,9,12,0,2023-08-29
SHIP02131,CUST2971,Electronics,C,Flight,Bangalore-Chennai,2,3,128.49,6,37.6,5648,7,11,0,2023-07-08
SHIP02132,CUST9746,Home & Garden,A,Ship,Bangalore-Chennai,1,4,3852.99,7,56.9,6824,9,10,0,2023-07-16
SHIP02133,CUST4791,Books,C,Road,Delhi-Mumbai,5,4,2963.1,3,16.7,3206,10,10,1,2023-11-02
SHIP02134,CUST2806,Home & Garden,D,Road,Mumbai-Chennai,1,2,821.99,3,19.0,5042,5,4,1,2023-03-09
SHIP02135,CUST1102,Home & Garden,C,Flight,Bangalore-Chennai,5,4,4304.05,2,24.3,5257,10,13,0,2023-12-20
SHIP02136,CUST1850,Cosmetics,A,Ship,Delhi-Bangalore,6,5,2695.53,1,19.0,5550,7,11,0,2023-12-02
SHIP02137,CUST4163,Cosmetics,B,Road,Delhi-Mumbai,5,3,1651.62,6,31.7,6978,5,10,0,2023-05-05
SHIP02138,CUST4229,Cosmetics,B,Road,Delhi-Bangalore,7,5,2189.06,0,7.3,2133,10,9,1,2023-07-22
SHIP02139,CUST9486,Home & Garden,F,Flight,Delhi-Bangalore,4,3,3888.85,8,13.2,2740,5,4,1,2023-01-26
SHIP02140,CUST7242,Electronics,F,Ship,Bangalore-Chennai,5,5,2086.81,1,45.3,4122,9,14,0,2023-08-20
SHIP02141,CUST5148,Sporting Goods,C,Flight,Hyderabad-Pune,2,1,2855.23,5,59.6,3293,3,8,0,2023-06-21
SHIP02142,CUST3385,Home & Garden,F,Flight,Delhi-Mumbai,5,2,1933.58,0,5.0,3718,3,2,1,2023-04-07
SHIP02143,CUST8785,Home & Garden,F,Road,Bangalore-Chennai,6,1,2750.38,0,14.1,5291,7,9,0,2023-02-26
SHIP02144,CUST2116,Electronics,C,Ship,Mumbai-Chennai,2,1,1808.0,6,58.1,3784,3,4,0,2023-05-11
SHIP02145,CUST6409,Fashion,F,Road,Bangalore-Chennai,1,3,2623.75,3,31.0,4752,4,8,0,2023-04-20
SHIP02146,CUST1818,Fashion,A,Road,Bangalore-Chennai,1,1,4618.65,8,60.5,4124,8,9,0,2023-09-16
SHIP02147,CUST8979,Cosmetics,F,Flight,Delhi-Mumbai,1,5,282.29,7,51.4,6382,7,9,0,2023-02-26
SHIP02148,CUST9636,Books,F,Road,Bangalore-Chennai,2,4,3538.46,6,6.1,3996,4,6,0,2023-11-07
SHIP02149,CUST7920,Electronics,A,Road,Hyderabad-Pune,4,4,2248.85,8,13.1,2631,9,11,0,2023-09-22
SHIP02150,CUST8806,Electronics,C,Ship,Mumbai-Chennai,5,2,1937.13,4,23.2,5416,5,7,0,2023-02-03
SHIP02151,CUST7913,Home & Garden,D,Road,Delhi-Bangalore,5,3,1309.88,3,64.2,5739,4,7,0,2023-06-28
SHIP02152,CUST7355,Cosmetics,B,Ship,Kolkata-Delhi,7,4,1742.24,0,4.3,3705,5,6,0,2023-03-23
SHIP02153,CUST9979,Cosmetics,F,Ship,Delhi-Mumbai,7,2,131.65,8,22.2,2290,7,9,0,2023-08-08
SHIP02154,CUST7295,Cosmetics,F,Road,Bangalore-Chennai,2,3,1651.61,5,52.7,6817,10,10,1,2023-09-03
SHIP02155,CUST3060,Sporting Goods,C,Flight,Kolkata-Delhi,1,2,121.65,8,30.4,2560,3,3,1,2023-06-13
SHIP02156,CUST8731,Fashion,A,Road,Kolkata-Delhi,7,2,2822.29,2,61.8,4892,3,6,0,2023-10-16
SHIP02157,CUST2980,Sporting Goods,C,Ship,Mumbai-Chennai,2,4,3297.12,6,12.9,5936,10,12,0,2023-03-01
SHIP02158,CUST2358,Fashion,A,Ship,Delhi-Bangalore,6,3,789.98,4,43.9,5004,3,2,1,2023-08-15
SHIP02159,CUST6714,Books,D,Road,Bangalore-Chennai,4,4,560.28,6,60.8,6552,6,10,0,2023-01-27
SHIP02160,CUST6976,Books,F,Flight,Mumbai-Chennai,7,4,2072.92,7,26.4,1333,10,9,1,2023-07-12
SHIP02161,CUST4191,Home & Garden,C,Ship,Delhi-Mumbai,5,3,846.46,4,61.4,6525,9,12,0,2023-05-01
SHIP02162,CUST6972,Fashion,D,Road,Delhi-Bangalore,6,2,723.2,1,37.7,3116,9,13,0,2023-12-31
SHIP02163,CUST1217,Cosmetics,A,Flight,Bangalore-Chennai,3,4,3391.63,6,3.3,1934,6,9,0,2023-12-27
SHIP02164,CUST2872,Electronics,C,Ship,Bangalore-Chennai,6,1,314.9,6,46.1,2240,8,10,0,2023-11-24
SHIP02165,CUST9256,Electronics,B,Flight,Mumbai-Chennai,5,5,3617.06,4,54.9,3754,9,8,1,2023-01-16
SHIP02166,CUST4330,Fashion,C,Flight,Hyderabad-Pune,5,2,1854.97,1,39.0,1883,10,15,0,2023-10-12
SHIP02167,CUST8733,Sporting Goods,A,Flight,Kolkata-Delhi,2,5,4628.22,6,55.4,6560,7,10,0,2023-07-26
SHIP02168,CUST1375,Fashion,A,Flight,Bangalore-Chennai,2,4,2174.08,2,50.6,2163,6,11,0,2023-03-21
SHIP02169,CUST6457,Home & Garden,F,Ship,Bangalore-Chennai,4,2,1521.48,0,52.7,6645,7,9,0,2023-10-03
SHIP02170,CUST7408,Books,A,Ship,Mumbai-Chennai,6,4,3970.56,5,5.6,1197,5,4,1,2023-10-07
SHIP02171,CUST3346,Cosmetics,A,Flight,Bangalore-Chennai,2,1,4407.63,3,64.2,3623,8,9,0,2023-04-17
SHIP02172,CUST4556,Cosmetics,F,Road,Delhi-Bangalore,7,1,538.1,0,3.7,1308,9,14,0,2023-12-02
SHIP02173,CUST4846,Electronics,F,Flight,Hyderabad-Pune,1,1,4066.76,4,55.5,5355,3,6,0,2023-11-01
SHIP02174,CUST4778,Home & Garden,C,Ship,Mumbai-Chennai,5,5,3804.39,0,40.4,2885,3,3,1,2023-09-27
SHIP02175,CUST4614,Books,D,Flight,Kolkata-Delhi,1,2,3874.54,6,11.1,6264,3,4,0,2023-12-28
SHIP02176,CUST3299,Fashion,D,Road,Delhi-Mumbai,3,5,1585.19,7,58.1,3100,3,6,0,2023-02-12
SHIP02177,CUST6693,Books,B,Ship,Delhi-Mumbai,1,3,3436.32,3,43.8,3003,10,15,0,2023-01-02
SHIP02178,CUST8088,Cosmetics,B,Road,Kolkata-Delhi,5,5,1522.06,2,6.2,5788,3,8,0,2023-11-10
SHIP02179,CUST3292,Books,D,Road,Delhi-Bangalore,4,4,3693.89,5,42.1,6967,4,8,0,2023-06-07
SHIP02180,CUST7998,Cosmetics,A,Road,Kolkata-Delhi,4,4,4361.69,2,42.8,5445,4,6,0,2023-09-06
SHIP02181,CUST8085,Sporting Goods,F,Road,Bangalore-Chennai,3,1,530.13,6,57.1,6241,6,8,0,2023-05-01
SHIP02182,CUST3816,Sporting Goods,B,Ship,Kolkata-Delhi,4,4,2274.88,8,0.7,6728,5,7,0,2023-07-25
SHIP02183,CUST7505,Electronics,D,Flight,Delhi-Bangalore,2,5,4592.21,8,62.9,1005,6,8,0,2023-11-26
SHIP02184,CUST4962,Home & Garden,F,Road,Delhi-Mumbai,2,3,1772.85,7,31.2,2247,10,11,0,2023-10-25
SHIP02185,CUST9126,Cosmetics,C,Ship,Hyderabad-Pune,7,2,4569.46,5,62.4,5359,9,10,0,2023-11-05
SHIP02186,CUST2186,Books,C,Ship,Kolkata-Delhi,1,4,1715.34,8,37.9,5683,3,4,0,2023-01-16
SHIP02187,CUST6775,Cosmetics,C,Ship,Hyderabad-Pune,5,4,493.37,1,54.7,3526,4,9,0,2023-03-13
SHIP02188,CUST6915,Electronics,A,Road,Hyderabad-Pune,2,3,1421.87,2,34.0,4663,9,8,1,2023-01-29
SHIP02189,CUST8586,Electronics,B,Road,Delhi-Mumbai,7,2,2989.29,0,8.0,6989,10,11,0,2023-11-24
SHIP02190,CUST1216,Electronics,F,Flight,Bangalore-Chennai,1,4,1448.66,0,26.1,6268,5,6,0,2023-11-21
SHIP02191,CUST3655,Fashion,B,Flight,Hyderabad-Pune,2,1,3206.54,0,25.0,1342,8,8,1,2023-04-03
SHIP02192,CUST4204,Electronics,B,Flight,Delhi-Bangalore,4,4,780.57,7,23.6,4846,3,8,0,2023-09-13
SHIP02193,CUST6351,Cosmetics,A,Road,Mumbai-Chennai,3,4,4735.58,5,58.6,6556,7,6,1,2023-12-24
SHIP02194,CUST7232,Sporting Goods,D,Ship,Mumbai-Chennai,6,3,1340.44,5,14.2,3705,10,11,0,2023-01-26
SHIP02195,CUST8030,Sporting Goods,F,Road,Kolkata-Delhi,3,5,1073.27,4,32.9,3430,4,5,0,2023-07-14
SHIP02196,CUST9962,Cosmetics,B,Flight,Kolkata-Delhi,2,4,4895.32,4,33.6,2968,6,10,0,2023-06-30
SHIP02197,CUST8548,Cosmetics,C,Road,Kolkata-Delhi,1,5,4515.35,4,15.8,6328,5,4,1,2023-12-06
SHIP02198,CUST4578,Books,C,Flight,Delhi-Bangalore,7,4,4984.4,5,56.3,1259,9,14,0,2023-11-09
SHIP02199,CUST6228,Electronics,C,Road,Delhi-Mumbai,5,2,2706.86,6,30.1,1067,8,7,1,2023-06-06
SHIP02200,CUST5593,Fashion,F,Ship,Hyderabad-Pune,1,4,2289.5,7,59.0,5835,3,5,0,2023-04-11
SHIP02201,CUST6658,Books,A,Ship,Hyderabad-Pune,1,1,2166.38,5,36.3,3876,8,9,0,2023-11-22
SHIP02202,CUST3173,Books,A,Flight,Mumbai-Chennai,1,2,4801.17,1,20.3,3813,4,5,0,2023-01-20
SHIP02203,CUST8602,Sporting Goods,C,Road,Bangalore-Chennai,6,2,4139.38,7,40.3,3708,6,5,1,2023-03-13
SHIP02204,CUST2829,Fashion,B,Road,Mumbai-Chennai,5,1,1446.38,2,26.1,2512,6,5,1,2023-02-21
SHIP02205,CUST3441,Sporting Goods,D,Road,Kolkata-Delhi,2,3,643.95,0,34.0,5062,10,15,0,2023-05-16
SHIP02206,CUST6735,Home & Garden,C,Flight,Delhi-Mumbai,3,4,4886.32,1,38.0,3655,6,9,0,2023-04-09
SHIP02207,CUST5987,Home & Garden,C,Flight,Bangalore-Chennai,2,4,3522.83,6,8.8,2527,4,3,1,2023-09-02
SHIP02208,CUST4273,Fashion,D,Flight,Kolkata-Delhi,1,2,4244.69,5,54.0,4068,4,6,0,2023-08-22
SHIP02209,CUST7969,Home & Garden,A,Ship,Kolkata-Delhi,1,5,1361.94,1,33.2,6365,9,13,0,2023-03-27
SHIP02210,CUST1231,Sporting Goods,F,Ship,Kolkata-Delhi,5,2,510.8,6,15.6,2924,10,12,0,2023-03-23
SHIP02211,CUST9094,Electronics,C,Flight,Delhi-Mumbai,6,3,3633.41,8,9.3,2024,8,7,1,2023-08-12
SHIP02212,CUST2637,Fashion,B,Flight,Delhi-Bangalore,7,5,4606.81,8,62.2,3527,9,11,0,2023-04-27
SHIP02213,CUST5780,Books,B,Ship,Delhi-Bangalore,3,5,4097.96,6,19.4,1378,8,13,0,2023-02-16
SHIP02214,CUST4891,Electronics,B,Flight,Delhi-Bangalore,4,3,3858.83,7,24.6,2513,5,8,0,2023-03-31
SHIP02215,CUST5797,Sporting Goods,A,Road,Mumbai-Chennai,6,3,1051.0,1,33.9,6793,4,3,1,2023-06-19
SHIP02216,CUST5075,Cosmetics,F,Flight,Delhi-Bangalore,7,1,4444.33,2,43.2,5794,6,10,0,2023-06-03
SHIP02217,CUST2756,Home & Garden,A,Flight,Delhi-Bangalore,6,5,661.99,7,39.3,4193,10,12,0,2023-03-02
SHIP02218,CUST8404,Fashion,B,Road,Delhi-Mumbai,7,4,792.15,1,48.3,6989,8,13,0,2023-02-02
SHIP02219,CUST3549,Fashion,A,Road,Hyderabad-Pune,2,4,2879.28,1,51.1,4626,10,10,1,2023-11-13
SHIP02220,CUST8129,Cosmetics,A,Ship,Mumbai-Chennai,2,5,2617.84,7,31.7,4621,6,10,0,2023-08-24
SHIP02221,CUST2326,Home & Garden,B,Ship,Mumbai-Chennai,3,3,350.48,2,0.4,6293,7,8,0,2023-11-01
SHIP02222,CUST4998,Sporting Goods,D,Road,Hyderabad-Pune,1,2,3749.4,4,41.5,1452,9,13,0,2023-09-24
SHIP02223,CUST9241,Cosmetics,D,Flight,Delhi-Mumbai,2,1,1433.78,3,17.8,6610,5,8,0,2023-06-11
SHIP02224,CUST5875,Books,A,Road,Bangalore-Chennai,6,2,1276.46,6,35.2,1788,10,14,0,2023-06-28
SHIP02225,CUST3165,Cosmetics,B,Ship,Delhi-Mumbai,7,3,590.63,3,18.3,1492,3,2,1,2023-05-05
SHIP02226,CUST3616,Fashion,A,Ship,Delhi-Bangalore,5,5,928.39,3,11.3,5507,4,7,0,2023-06-08
SHIP02227,CUST7336,Sporting Goods,A,Road,Bangalore-Chennai,4,2,2135.15,0,15.4,5631,6,10,0,2023-02-09
SHIP02228,CUST8846,Fashion,D,Road,Delhi-Mumbai,4,5,3003.3,4,42.1,4509,4,8,0,2023-12-26
SHIP02229,CUST1700,Electronics,C,Ship,Delhi-Mumbai,3,1,3924.66,7,59.4,4741,10,10,1,2023-01-24
SHIP02230,CUST5407,Sporting Goods,C,Ship,Bangalore-Chennai,6,5,4205.95,5,6.8,2775,4,6,0,2023-05-04
SHIP02231,CUST7083,Electronics,A,Road,Delhi-Mumbai,5,3,4012.88,4,23.5,3976,10,9,1,2023-09-28
SHIP02232,CUST3322,Sporting Goods,D,Flight,Mumbai-Chennai,4,1,3040.2,7,27.8,1641,9,12,0,2023-08-30
SHIP02233,CUST2905,Books,F,Road,Kolkata-Delhi,7,2,4247.64,3,38.0,4283,6,8,0,2023-08-17
SHIP02234,CUST7253,Cosmetics,F,Ship,Delhi-Mumbai,3,3,2522.65,7,6.4,5460,4,4,1,2023-07-25
SHIP02235,CUST1762,Fashion,B,Ship,Bangalore-Chennai,6,3,3369.36,1,19.6,4202,10,14,0,2023-05-27
SHIP02236,CUST7951,Fashion,B,Ship,Mumbai-Chennai,6,1,450.93,7,27.0,1792,9,9,1,2023-09-11
SHIP02237,CUST2675,Home & Garden,B,Flight,Hyderabad-Pune,2,1,3044.73,8,47.9,2697,7,7,1,2023-11-17
SHIP02238,CUST1445,Home & Garden,D,Flight,Kolkata-Delhi,5,5,1998.75,8,58.7,1178,9,10,0,2023-09-03
SHIP02239,CUST4790,Electronics,A,Flight,Hyderabad-Pune,2,4,3446.27,3,26.1,2859,6,8,0,2023-10-10
SHIP02240,CUST3967,Books,B,Road,Hyderabad-Pune,1,2,2464.52,0,24.9,5901,4,9,0,2023-06-26
SHIP02241,CUST1715,Home & Garden,A,Flight,Bangalore-Chennai,6,2,2937.15,1,35.3,2395,6,7,0,2023-02-02
SHIP02242,CUST5600,Cosmetics,A,Road,Delhi-Bangalore,1,1,2728.72,7,45.3,4280,5,8,0,2023-03-22
SHIP02243,CUST6483,Books,D,Road,Hyderabad-Pune,6,5,3315.23,7,58.1,5764,3,8,0,2023-09-03
SHIP02244,CUST1931,Home & Garden,B,Ship,Delhi-Mumbai,4,1,640.86,8,55.5,3750,10,13,0,2023-11-04
SHIP02245,CUST2555,Sporting Goods,F,Road,Bangalore-Chennai,1,1,2220.08,7,13.7,6609,9,10,0,2023-09-22
SHIP02246,CUST2551,Cosmetics,B,Ship,Delhi-Bangalore,5,4,4907.24,5,54.1,4675,8,10,0,2023-05-05
SHIP02247,CUST2693,Cosmetics,F,Flight,Hyderabad-Pune,4,2,2491.22,8,33.0,1726,5,9,0,2023-08-01
SHIP02248,CUST1877,Cosmetics,F,Ship,Bangalore-Chennai,1,1,3841.69,0,32.5,4489,6,9,0,2023-12-20
SHIP02249,CUST3813,Electronics,D,Ship,Bangalore-Chennai,2,4,4612.52,3,5.0,6029,10,11,0,2023-04-07
SHIP02250,CUST1600,Electronics,C,Road,Hyderabad-Pune,7,1,1289.1,2,39.1,3423,8,9,0,2023-10-24
SHIP02251,CUST9249,Fashion,C,Road,Kolkata-Delhi,7,2,3432.4,8,49.3,2013,8,11,0,2023-06-20
SHIP02252,CUST4568,Sporting Goods,B,Ship,Mumbai-Chennai,7,3,618.62,4,4.5,5916,5,7,0,2023-05-23
SHIP02253,CUST2093,Books,C,Flight,Kolkata-Delhi,2,1,4112.61,2,45.9,4324,5,6,0,2023-10-13
SHIP02254,CUST9880,Cosmetics,B,Road,Hyderabad-Pune,3,3,1365.22,3,47.0,5545,3,2,1,2023-12-23
SHIP02255,CUST2537,Home & Garden,D,Ship,Delhi-Mumbai,5,2,142.52,7,38.9,5270,7,8,0,2023-04-30
SHIP02256,CUST1755,Books,F,Flight,Bangalore-Chennai,6,3,1875.58,8,30.2,6157,8,13,0,2023-11-15
SHIP02257,CUST3880,Books,A,Flight,Kolkata-Delhi,6,2,1710.25,1,27.2,5163,7,11,0,2023-01-17
SHIP02258,CUST4535,Sporting Goods,D,Ship,Kolkata-Delhi,4,1,2443.27,2,7.9,6381,4,3,1,2023-04-16
SHIP02259,CUST1183,Books,B,Flight,Delhi-Bangalore,6,2,3267.06,4,6.1,6052,6,10,0,2023-05-31
SHIP02260,CUST7746,Books,B,Ship,Bangalore-Chennai,2,4,1632.09,0,6.1,5458,6,11,0,2023-02-01
SHIP02261,CUST5754,Home & Garden,B,Flight,Hyderabad-Pune,7,3,860.98,0,10.2,3289,4,8,0,2023-06-08
SHIP02262,CUST1119,Books,F,Flight,Kolkata-Delhi,4,3,3537.6,1,7.7,5216,6,11,0,2023-07-08
SHIP02263,CUST6510,Cosmetics,C,Ship,Hyderabad-Pune,7,5,1496.54,4,32.2,2576,9,13,0,2023-02-03
SHIP02264,CUST1637,Home & Garden,C,Road,Delhi-Bangalore,3,3,4951.58,0,33.1,2467,4,4,1,2023-08-28
SHIP02265,CUST2156,Electronics,B,Flight,Kolkata-Delhi,3,5,1409.12,2,2.3,2429,9,14,0,2023-02-08
SHIP02266,CUST7252,Cosmetics,F,Road,Kolkata-Delhi,5,2,3899.3,5,15.2,5401,6,8,0,2023-07-15
SHIP02267,CUST5096,Electronics,A,Road,Hyderabad-Pune,7,2,3083.27,0,54.3,2888,9,8,1,2023-10-19
SHIP02268,CUST3437,Home & Garden,A,Flight,Kolkata-Delhi,6,2,2610.7,3,17.6,2567,7,7,1,2023-05-24
SHIP02269,CUST9476,Sporting Goods,F,Ship,Delhi-Bangalore,3,2,2415.94,1,61.0,5315,6,11,0,2023-06-03
SHIP02270,CUST5168,Books,A,Road,Kolkata-Delhi,7,3,4078.48,2,18.5,6959,9,11,0,2023-11-10
SHIP02271,CUST3188,Sporting Goods,C,Flight,Delhi-Mumbai,4,3,1100.59,0,37.5,3845,5,7,0,2023-11-14
SHIP02272,CUST9569,Sporting Goods,C,Road,Mumbai-Chennai,4,1,1318.82,6,52.4,5956,5,10,0,2023-10-14
SHIP02273,CUST4432,Home & Garden,F,Ship,Kolkata-Delhi,4,3,319.53,7,8.1,5501,9,10,0,2023-06-17
SHIP02274,CUST6574,Home & Garden,B,Road,Hyderabad-Pune,4,2,4679.35,4,48.1,6001,6,5,1,2023-01-20
SHIP02275,CUST9459,Cosmetics,D,Flight,Hyderabad-Pune,5,5,2939.01,7,1.1,6740,9,13,0,2023-07-13
SHIP02276,CUST1364,Cosmetics,F,Ship,Delhi-Mumbai,7,3,3144.0,1,5.3,2760,4,6,0,2023-12-25
SHIP02277,CUST2681,Home & Garden,D,Flight,Mumbai-Chennai,4,4,3666.69,0,42.4,1627,7,12,0,2023-08-18
SHIP02278,CUST2571,Cosmetics,D,Road,Mumbai-Chennai,3,5,4445.41,2,13.3,6687,9,8,1,2023-12-18
SHIP02279,CUST8126,Sporting Goods,F,Flight,Delhi-Mumbai,3,3,3821.4,0,42.0,4350,6,7,0,2023-11-09
SHIP02280,CUST4757,Cosmetics,C,Flight,Delhi-Mumbai,2,3,4516.08,8,28.3,4863,9,14,0,2023-12-29
SHIP02281,CUST3037,Home & Garden,A,Ship,Mumbai-Chennai,1,2,2740.69,7,27.8,2412,5,6,0,2023-08-17
SHIP02282,CUST9424,Electronics,D,Ship,Hyderabad-Pune,6,3,2907.55,6,55.9,1424,9,14,0,2023-06-04
SHIP02283,CUST9391,Home & Garden,B,Ship,Bangalore-Chennai,7,1,206.5,1,55.3,2157,9,9,1,2023-06-15
SHIP02284,CUST7182,Sporting Goods,C,Ship,Hyderabad-Pune,6,2,107.52,4,41.8,5126,10,13,0,2023-10-23
SHIP02285,CUST9023,Cosmetics,C,Road,Kolkata-Delhi,7,4,338.99,3,25.2,4399,8,8,1,2023-12-29
SHIP02286,CUST7921,Fashion,C,Flight,Bangalore-Chennai,3,2,3181.45,4,26.2,5896,5,4,1,2023-04-10
SHIP02287,CUST4811,Electronics,F,Ship,Bangalore-Chennai,2,2,1189.52,7,44.2,1727,9,13,0,2023-05-06
SHIP02288,CUST8348,Fashion,A,Flight,Mumbai-Chennai,3,3,2358.82,6,11.2,4387,10,14,0,2023-01-25
SHIP02289,CUST7429,Cosmetics,F,Flight,Bangalore-Chennai,1,5,3109.84,8,59.5,5959,5,7,0,2023-05-06
